sample	title	series
GSM2307242	A3-1-C01_S55.IL006	GSE86618
GSM2307243	A4-1-C49_S15.IPF012	GSE86618
GSM2307244	A4-1-C49_S32.IL006	GSE86618
GSM2307245	A5-1-C50_S11.IPF012	GSE86618
GSM2307246	A5-1-C50_S86.IPF003	GSE86618
GSM2307247	A5-1-C50_S9.IL006	GSE86618
GSM2307248	A6-1-C51_S5.IPF002	GSE86618
GSM2307249	A6-1-C51_S55.IPF012	GSE86618
GSM2307250	A7-1-C06_S21.IPF012	GSE86618
GSM2307251	A7-1-C06_S6.IPF002	GSE86618
GSM2307252	A7-1-C06_S87.IPF003	GSE86618
GSM2307253	A8-1-C05_S22.IL006	GSE86618
GSM2307254	A8-1-C05_S3.IPF012	GSE86618
GSM2307255	A8-1-C05_S79.IPF002	GSE86618
GSM2307256	A9-1-C04_S52.IPF003	GSE86618
GSM2307257	A9-1-C04_S70.IPF002	GSE86618
GSM2307258	B10-1-C58_S17.IPF003	GSE86618
GSM2307259	B10-1-C58_S52.IPF002	GSE86618
GSM2307260	B10-1-C58_S57.IPF012	GSE86618
GSM2307261	B10-1-C58_S59.IL006	GSE86618
GSM2307262	B11-1-C59_S31.IPF002	GSE86618
GSM2307263	B11-1-C59_S31.IPF012	GSE86618
GSM2307264	B1-1-C09_S12.IPF002	GSE86618
GSM2307265	B1-1-C09_S23.IPF012	GSE86618
GSM2307266	B1-1-C09_S37.IPF003	GSE86618
GSM2307267	B12-1-C60_S72.IPF002	GSE86618
GSM2307268	B2-1-C08_S2.IPF002	GSE86618
GSM2307269	B2-1-C08_S78.IL006	GSE86618
GSM2307270	B2-1-C08_S85.IPF003	GSE86618
GSM2307271	B3-1-C07_S2.IPF003	GSE86618
GSM2307272	B3-1-C07_S3.IPF002	GSE86618
GSM2307273	B3-1-C07_S46.IPF012	GSE86618
GSM2307274	B4-1-C55_S38.IPF003	GSE86618
GSM2307275	B4-1-C55_S44.IL006	GSE86618
GSM2307276	B4-1-C55_S62.IPF012	GSE86618
GSM2307277	B4-1-C55_S76.IPF002	GSE86618
GSM2307278	B5-1-C56_S41.IPF012	GSE86618
GSM2307279	B6-1-C57_S16.IPF002	GSE86618
GSM2307280	B6-1-C57_S51.IPF003	GSE86618
GSM2307281	B6-1-C57_S57.CC006	GSE86618
GSM2307282	B6-1-C57_S6.IPF012	GSE86618
GSM2307283	B7-1-C12_S17.IPF002	GSE86618
GSM2307284	B7-1-C12_S69.IL006	GSE86618
GSM2307285	B8-1-C11_S28.CC006	GSE86618
GSM2307286	B8-1-C11_S53.IPF012	GSE86618
GSM2307287	B8-1-C11_S7.IPF002	GSE86618
GSM2307288	B9-1-C10_S29.CC006	GSE86618
GSM2307289	B9-1-C10_S70.IL006	GSE86618
GSM2307290	B9-1-C10_S80.IPF002	GSE86618
GSM2307291	C10-1-C64_S29.IPF003	GSE86618
GSM2307292	C10-1-C64_S41.CC006	GSE86618
GSM2307293	C10-1-C64_S62.IPF002	GSE86618
GSM2307294	C11-1-C65_S31.CC006	GSE86618
GSM2307295	C11-1-C65_S42.IPF002	GSE86618
GSM2307296	C1-1-C15_S18.IL006	GSE86618
GSM2307297	C1-1-C15_S21.CC006	GSE86618
GSM2307298	C1-1-C15_S23.IPF002	GSE86618
GSM2307299	C1-1-C15_S49.IPF003	GSE86618
GSM2307300	C1-1-C15_S5.IPF012	GSE86618
GSM2307301	C12-1-C66_S13.IPF012	GSE86618
GSM2307302	C12-1-C66_S77.IPF003	GSE86618
GSM2307303	C12-1-C66_S82.IPF002	GSE86618
GSM2307304	C2-1-C14_S12.CC006	GSE86618
GSM2307305	C2-1-C14_S13.IPF002	GSE86618
GSM2307306	C2-1-C14_S90.IL006	GSE86618
GSM2307307	C3-1-C13_S14.IPF002	GSE86618
GSM2307308	C3-1-C13_S23.CC006	GSE86618
GSM2307309	C4-1-C61_S33.IPF012	GSE86618
GSM2307310	C4-1-C61_S36.CC006	GSE86618
GSM2307311	C4-1-C61_S4.IPF002	GSE86618
GSM2307312	C4-1-C61_S56.R1.IL006	GSE86618
GSM2307313	C5-1-C62_S21.IL006	GSE86618
GSM2307314	C5-1-C62_S3.IPF003	GSE86618
GSM2307315	C5-1-C62_S39.IPF012	GSE86618
GSM2307316	C5-1-C62_S6.CC006	GSE86618
GSM2307317	C6-1-C63_S27.IPF002	GSE86618
GSM2307318	C6-1-C63_S63.IPF003	GSE86618
GSM2307319	C6-1-C63_S63.IPF012	GSE86618
GSM2307320	C7-1-C18_S81.IL006	GSE86618
GSM2307321	C8-1-C17_S34.IL006	GSE86618
GSM2307322	C8-1-C17_S39.CC006	GSE86618
GSM2307323	C8-1-C17_S45.IPF012	GSE86618
GSM2307324	C9-1-C16_S32.IPF012	GSE86618
GSM2307325	C9-1-C16_S40.CC006	GSE86618
GSM2307326	C9-1-C16_S8.IPF002	GSE86618
GSM2307327	C9-1-C16_S82.IL006	GSE86618
GSM2307328	D10-1-C70_S51.CC006	GSE86618
GSM2307329	D10-1-C70_S71.IL006	GSE86618
GSM2307330	D10-1-C70_S71.IPF002	GSE86618
GSM2307331	D11-1-C71_S20.IPF012	GSE86618
GSM2307332	D11-1-C71_S36.IL006	GSE86618
GSM2307333	D11-1-C71_S42.CC006	GSE86618
GSM2307334	D11-1-C71_S65.IPF003	GSE86618
GSM2307335	D1-1-C21_S12.IPF012	GSE86618
GSM2307336	D1-1-C21_S30.IL006	GSE86618
GSM2307337	D1-1-C21_S33.CC006	GSE86618
GSM2307338	D1-1-C21_S34.IPF002	GSE86618
GSM2307339	D1-1-C21_S61.IPF003	GSE86618
GSM2307340	D12-1-C72_S10.IPF002	GSE86618
GSM2307341	D12-1-C72_S43.CC006	GSE86618
GSM2307342	D2-1-C20_S22.CC006	GSE86618
GSM2307343	D2-1-C20_S60.IPF012	GSE86618
GSM2307344	D2-1-C20_S7.IL006	GSE86618
GSM2307345	D3-1-C19_S25.IPF002	GSE86618
GSM2307346	D3-1-C19_S35.CC006	GSE86618
GSM2307347	D3-1-C19_S67.IL006	GSE86618
GSM2307348	D4-1-C67_S15.IPF002	GSE86618
GSM2307349	D4-1-C67_S46.CC006	GSE86618
GSM2307350	D4-1-C67_S50.IPF003	GSE86618
GSM2307351	D4-1-C67_S68.IL006	GSE86618
GSM2307352	D5-1-C68_S15.IPF003	GSE86618
GSM2307353	D5-1-C68_S16.CC006	GSE86618
GSM2307354	D5-1-C68_S33.IL006	GSE86618
GSM2307355	D5-1-C68_S48.IPF002	GSE86618
GSM2307356	D6-1-C69_S38.IPF002	GSE86618
GSM2307357	D6-1-C69_S75.IPF003	GSE86618
GSM2307358	D7-1-C24_S28.IPF002	GSE86618
GSM2307359	D7-1-C24_S44.IPF012	GSE86618
GSM2307360	D7-1-C24_S48.CC006	GSE86618
GSM2307361	D7-1-C24_S93.IL006	GSE86618
GSM2307362	D8-1-C23_S18.IPF002	GSE86618
GSM2307363	D8-1-C23_S49.CC006	GSE86618
GSM2307364	D9-1-C22_S19.IPF002	GSE86618
GSM2307365	D9-1-C22_S54.IPF012	GSE86618
GSM2307366	D9-1-C22_S64.IPF003	GSE86618
GSM2307367	D9-1-C22_S94.IL006	GSE86618
GSM2307368	E10-1-C78_S22.IPF012	GSE86618
GSM2307369	E10-1-C78_S61.CC006	GSE86618
GSM2307370	E10-1-C78_S81.IPF002	GSE86618
GSM2307371	E10-1-C78_S83.IL006	GSE86618
GSM2307372	E11-1-C77_S48.IL006	GSE86618
GSM2307373	E11-1-C77_S52.CC006	GSE86618
GSM2307374	E1-1-C25_S45.IPF002	GSE86618
GSM2307375	E12-1-C76_S21.IPF002	GSE86618
GSM2307376	E2-1-C26_S19.IL006	GSE86618
GSM2307377	E2-1-C26_S34.CC006	GSE86618
GSM2307378	E2-1-C26_S35.IPF002	GSE86618
GSM2307379	E3-1-C27_S29.IPF012	GSE86618
GSM2307380	E3-1-C27_S36.IPF002	GSE86618
GSM2307381	E3-1-C27_S4.CC006	GSE86618
GSM2307382	E3-1-C27_S79.IL006	GSE86618
GSM2307383	E4-1-C75_S80.IL006	GSE86618
GSM2307384	E5-1-C74_S58.IPF002	GSE86618
GSM2307385	E6-1-C73_S49.IPF002	GSE86618
GSM2307386	E6-1-C73_S67.CC006	GSE86618
GSM2307387	E7-1-C28_S30.IPF012	GSE86618
GSM2307388	E7-1-C28_S39.IPF002	GSE86618
GSM2307389	E7-1-C28_S58.CC006	GSE86618
GSM2307390	E8-1-C29_S28.IPF012	GSE86618
GSM2307391	E8-1-C29_S29.IPF002	GSE86618
GSM2307392	E8-1-C29_S46.IL006	GSE86618
GSM2307393	E8-1-C29_S59.CC006	GSE86618
GSM2307394	E9-1-C30_S11.IL006	GSE86618
GSM2307395	E9-1-C30_S24.IPF012	GSE86618
GSM2307396	E9-1-C30_S60.CC006	GSE86618
GSM2307397	F10-1-C84_S9.IPF002	GSE86618
GSM2307398	F11-1-C83_S53.IPF002	GSE86618
GSM2307399	F1-1-C31_S1.IPF012	GSE86618
GSM2307400	F1-1-C31_S44.CC006	GSE86618
GSM2307401	F1-1-C31_S55.IPF002	GSE86618
GSM2307402	F12-1-C82_S32.IPF002	GSE86618
GSM2307403	F12-1-C82_S53.CC006	GSE86618
GSM2307404	F12-1-C82_S89.IPF003	GSE86618
GSM2307405	F2-1-C32_S31.IL006	GSE86618
GSM2307406	F2-1-C32_S45.CC006	GSE86618
GSM2307407	F2-1-C32_S46.IPF002	GSE86618
GSM2307408	F3-1-C33_S14.CC006	GSE86618
GSM2307409	F3-1-C33_S47.IPF002	GSE86618
GSM2307410	F3-1-C33_S91.IL006	GSE86618
GSM2307411	F4-1-C81_S37.IPF002	GSE86618
GSM2307412	F4-1-C81_S62.IPF003	GSE86618
GSM2307413	F5-1-C80_S27.IPF003	GSE86618
GSM2307414	F5-1-C80_S45.IL006	GSE86618
GSM2307415	F5-1-C80_S73.IPF002	GSE86618
GSM2307416	F6-1-C79_S59.IPF002	GSE86618
GSM2307417	F7-1-C34_S50.IPF002	GSE86618
GSM2307418	F7-1-C34_S68.CC006	GSE86618
GSM2307419	F8-1-C35_S40.IPF002	GSE86618
GSM2307420	F9-1-C36_S23.IL006	GSE86618
GSM2307421	F9-1-C36_S70.CC006	GSE86618
GSM2307422	G10-1-C90_S20.IPF002	GSE86618
GSM2307423	G1-1-C37_S14.IPF012	GSE86618
GSM2307424	G1-1-C37_S54.CC006	GSE86618
GSM2307425	G2-1-C38_S55.CC006	GSE86618
GSM2307426	G2-1-C38_S56.IPF002	GSE86618
GSM2307427	G3-1-C39_S14.IPF003	GSE86618
GSM2307428	G3-1-C39_S24.CC006	GSE86618
GSM2307429	G3-1-C39_S47.IPF012	GSE86618
GSM2307430	G3-1-C39_S57.IPF002	GSE86618
GSM2307431	G3-1-C39_S8.IL006	GSE86618
GSM2307432	G5-1-C86_S37.CC006	GSE86618
GSM2307433	G5-1-C86_S39.IPF003	GSE86618
GSM2307434	G6-1-C85_S68.IPF002	GSE86618
GSM2307435	G6-1-C85_S7.CC006	GSE86618
GSM2307436	G7-1-C40_S10.IL006	GSE86618
GSM2307437	G7-1-C40_S4.IPF003	GSE86618
GSM2307438	G7-1-C40_S60.IPF002	GSE86618
GSM2307439	G7-1-C40_S77.CC006	GSE86618
GSM2307440	G8-1-C41_S28.IPF003	GSE86618
GSM2307441	G8-1-C41_S51.IPF002	GSE86618
GSM2307442	G8-1-C41_S58.IL006	GSE86618
GSM2307443	G8-1-C41_S78.CC006	GSE86618
GSM2307444	G9-1-C42_S30.IPF002	GSE86618
GSM2307445	G9-1-C42_S37.IPF012	GSE86618
GSM2307446	G9-1-C42_S76.IPF003	GSE86618
GSM2307447	G9-1-C42_S79.CC006	GSE86618
GSM2307448	H10-1-C96_S12.IL006	GSE86618
GSM2307449	H10-1-C96_S41.IPF003	GSE86618
GSM2307450	H11-1-C95_S60.IL006	GSE86618
GSM2307451	H1-1-C43_S64.CC006	GSE86618
GSM2307452	H1-1-C43_S65.IPF002	GSE86618
GSM2307453	H1-1-C43_S73.IPF003	GSE86618
GSM2307454	H2-1-C44_S43.IL006	GSE86618
GSM2307455	H2-1-C44_S61.IPF012	GSE86618
GSM2307456	H2-1-C44_S65.CC006	GSE86618
GSM2307457	H2-1-C44_S66.IPF002	GSE86618
GSM2307458	H3-1-C45_S10.IPF012	GSE86618
GSM2307459	H3-1-C45_S20.IL006	GSE86618
GSM2307460	H3-1-C45_S26.IPF003	GSE86618
GSM2307461	H3-1-C45_S5.CC006	GSE86618
GSM2307462	H3-1-C45_S67.IPF002	GSE86618
GSM2307463	H4-1-C93_S56.IPF012	GSE86618
GSM2307464	H4-1-C93_S74.IPF003	GSE86618
GSM2307465	H4-1-C93_S92.IL006	GSE86618
GSM2307466	H5-1-C92_S77.IPF002	GSE86618
GSM2307467	H6-1-C91_S57.IL006	GSE86618
GSM2307468	H7-1-C46_S16.IPF003	GSE86618
GSM2307469	H7-1-C46_S38.IPF012	GSE86618
GSM2307470	H7-1-C46_S69.IPF002	GSE86618
GSM2307471	H7-1-C46_S8.CC006	GSE86618
GSM2307472	H8-1-C47_S40.IPF003	GSE86618
GSM2307473	H8-1-C47_S61.IPF002	GSE86618
GSM2307474	H8-1-C47_S9.CC006	GSE86618
GSM2307475	H9-1-C48_S10.CC006	GSE86618
GSM2307476	H9-1-C48_S35.IL006	GSE86618
GSM2307477	H9-1-C48_S40.IPF012	GSE86618
GSM2307478	H9-1-C48_S41.IPF002	GSE86618
GSM2307479	H9-1-C48_S88.IPF003	GSE86618
GSM2343824	small RNA-seq from upper lobe of left lung (ENCLB483BRP)	GSE88344
GSM2344085	small RNA-seq from upper lobe of left lung (ENCLB983DVP)	GSE88499
GSM2344389	small RNA-seq from upper lobe of left lung (ENCLB072XZS)	GSE88673
GSM2344426	small RNA-seq from upper lobe of left lung (ENCLB365RNP)	GSE88694
GSM2474884	EBC-1 parental	GSE94405
GSM2474885	EBC-CR1	GSE94405
GSM2474886	EBC-CR2	GSE94405
GSM2474887	EBC-CR3	GSE94405
GSM2786157	proximal	GSE103918-GSE103920
GSM2786158	distal	GSE103918-GSE103920
GSM2833251	N1 A2M* 0 micromolar	GSE106261
GSM2833252	N1 A2M* 30 micromolar	GSE106261
GSM2833253	N4 A2M* 0 micromolar	GSE106261
GSM2833254	N4 A2M* 30 micromolar	GSE106261
GSM2833255	N5 A2M* 0 micromolar	GSE106261
GSM2833256	N5 A2M* 30 micromolar	GSE106261
GSM2833257	N6 A2M* 30 micromolar	GSE106261
GSM2833258	N7 A2M* 0 micromolar	GSE106261
GSM2833259	N7 A2M* 30 micromolar	GSE106261
GSM2833260	N8 A2M* 0 micromolar	GSE106261
GSM2833261	N8 A2M* 30 micromolar	GSE106261
GSM2893714	control_d12	GSE108252
GSM2893715	control_d15	GSE108252
GSM2893716	CHIR_d15	GSE108252
GSM2893717	IWP2_d15	GSE108252
GSM1682853	IMR90 NT	GSE68836-GSE68847
GSM1682854	IMR90 Etop_6	GSE68836-GSE68847
GSM1682855	IMR90 Etop_12	GSE68836-GSE68847
GSM1682856	IMR90 Etop_18	GSE68836-GSE68847
GSM1682857	IMR90 Etop_24	GSE68836-GSE68847
GSM2705905	H1048_0nM	GSE101540
GSM2705906	H1048_30nM	GSE101540
GSM2705907	H1048_100nM	GSE101540
GSM2705908	H1048_300nM	GSE101540
GSM2830949	plko #1	GSE106169
GSM2830950	plko #2	GSE106169
GSM2830951	plko #3	GSE106169
GSM2830952	shAKR1B1 #1	GSE106169
GSM2830953	shAKR1B1 #2	GSE106169
GSM2830954	shAKR1B1 #3	GSE106169
GSM2830955	shSORD #1	GSE106169
GSM2830956	shSORD #2	GSE106169
GSM2830957	shSORD #3	GSE106169
GSM2936333	4522_10_PDX_A3_vehicle	GSE109270
GSM2936334	4522_11_PDX_A4 vehcile	GSE109270
GSM2936335	4522_12_PDX_C2 vehicle	GSE109270
GSM2936336	4522_13_PDX_C3 vehicle	GSE109270
GSM2936337	4522_14_PDX_C4 vehicle	GSE109270
GSM2936338	4522_15_PDX_D5 SHP099	GSE109270
GSM2936339	4522_16_PDX_C1 SHP099	GSE109270
GSM2936340	4522_17_PDX_C5 SHP099	GSE109270
GSM2936341	4522_18_PDX_D1 SHP099	GSE109270
GSM2936342	4522_19_PDX_D2 SHP099	GSE109270
GSM2936343	4522_20_PDX_D3 SHP099	GSE109270
GSM2936344	4522_21_PDX_D4 SHP099	GSE109270
GSM3028450	Accuracy_V11-152	GSE111320
GSM3028451	PPV_V11-153	GSE111320
GSM3028461	PPV_V12-164	GSE111320
GSM3028468	Accuracy_V3-58	GSE111320
GSM3056966	IMR-90 0_0d	GSE112068
GSM3056967	IMR-90 0_4d	GSE112068
GSM3056968	IMR-90 0_8d	GSE112068
GSM3056969	IMR-90 2_2d	GSE112068
GSM3056970	IMR-90 2_2h	GSE112068
GSM3056971	IMR-90 2_4d	GSE112068
GSM3056972	IMR-90 2_4h	GSE112068
GSM3056973	IMR-90 2_6d	GSE112068
GSM3056974	IMR-90 2_8d	GSE112068
GSM3056977	IMR-90 2_24h	GSE112068
GSM3056978	IMR-90 2_36h	GSE112068
GSM3056979	IMR-90 40_2d	GSE112068
GSM3056981	IMR-90 40_4d	GSE112068
GSM3056983	IMR-90 40_6d	GSE112068
GSM3056984	IMR-90 40_8d	GSE112068
GSM3056985	IMR-90 40_8h	GSE112068
GSM3056986	IMR-90 40_12h	GSE112068
GSM3056987	IMR-90 40_24h	GSE112068
GSM2097611	CS1 BAL_Control	GSE79544
GSM2097612	CS2 BAL_Control	GSE79544
GSM2097613	CS4 BAL_Control	GSE79544
GSM2097614	CS5 BAL_Control	GSE79544
GSM2097615	CS3 BAL_IPF	GSE79544
GSM2097616	CS7 BAL_IPF	GSE79544
GSM2097617	CS8 BAL_IPF	GSE79544
GSM2097618	CS 9 BAL_IPF	GSE79544
GSM2097619	CS11 BAL_IPF	GSE79544
GSM2097620	CS15 BAL_IPF	GSE79544
GSM2097621	CS16 BAL_IPF	GSE79544
GSM2608026	CS23 BAL_Control	GSE79544
GSM2608027	CS24 BAL_Control	GSE79544
GSM2608028	CS25 BAL_Control	GSE79544
GSM2608029	CS6 BAL_IPF	GSE79544
GSM2608030	CS10 BAL_IPF	GSE79544
GSM2608031	CS12 BAL_IPF	GSE79544
GSM2608032	CS13 BAL_IPF	GSE79544
GSM2608033	CS14 BAL_IPF	GSE79544
GSM2608034	CS17 BAL_IPF	GSE79544
GSM2608035	CS19 BAL_IPF	GSE79544
GSM2608036	CS20 BAL_IPF	GSE79544
GSM2608037	CS22 BAL_IPF	GSE79544
GSM3108331	1_3360Aarhus_A549-siCTRL-1	GSE113519-GSE113522
GSM3108332	2_3360Aarhus_A549-siCTRL-2	GSE113519-GSE113522
GSM3108333	3_3360Aarhus_A549-siCTRL-3	GSE113519-GSE113522
GSM3108334	4_3360Aarhus_A549-siNrf2-1	GSE113519-GSE113522
GSM3108335	5_3360Aarhus_A549-siNrf2-2	GSE113519-GSE113522
GSM3108336	6_3360Aarhus_A549-siNrf2-3	GSE113519-GSE113522
GSM2154748	H3122_1_RNA-seq	GSE81484-GSE81487
GSM2154749	H3122_LR_1_RNA-seq	GSE81484-GSE81487
GSM2154750	H3122_LR_Pano_1_RNA-seq	GSE81484-GSE81487
GSM2154751	H3122_2_RNA-seq	GSE81484-GSE81487
GSM2154752	H3122_LR_2_RNA-seq	GSE81484-GSE81487
GSM2154753	H3122_LR_Pano_2_RNA-seq	GSE81484-GSE81487
GSM3151674	HCC2814-EV + doxy rep 1	GSE114850
GSM3151675	HCC2814-EV + doxy rep 2	GSE114850
GSM3151676	HCC2814-EV + doxy rep 3	GSE114850
GSM3151677	HCC2814-shTMPRSS11B + doxy rep 1	GSE114850
GSM3151678	HCC2814-shTMPRSS11B + doxy rep 2	GSE114850
GSM3151679	HCC2814-shTMPRSS11B + doxy rep 3	GSE114850
GSM1556623	Asthma_638	GSE63744
GSM1556624	Asthma_662	GSE63744
GSM1556625	Asthma_667	GSE63744
GSM1556627	Asthma_670	GSE63744
GSM1556629	Asthma_738	GSE63744
GSM1556631	Control_653	GSE63744
GSM1556632	Control_685	GSE63744
GSM1556633	Control_704	GSE63744
GSM2527240	Tip organoid individual 5, passage 5	GSE95860
GSM2527241	Tip organoid individual 6, passage 5	GSE95860
GSM2527242	Tip organoid individual 7, passage 7	GSE95860
GSM2527243	Tip organoid individual 8, passage 7	GSE95860
GSM2527244	Stalk organoid individual 9, passage 5	GSE95860
GSM2527245	Stalk organoid individual 10, passage 11	GSE95860
GSM2527246	Stalk organoid individual 11, passage 1	GSE95860
GSM2527247	Stalk organoid individual 12, passage 1	GSE95860
GSM2652296	S136609	GSE99790
GSM2652297	S136698	GSE99790
GSM2652298	S136877	GSE99790
GSM2652302	S137788	GSE99790
GSM2652307	S136782	GSE99790
GSM2652308	S137038	GSE99790
GSM2652310	S137757	GSE99790
GSM2652311	S137758	GSE99790
GSM1507295	No_virus_1h_rep1	GSE61517
GSM1507296	No_virus_1h_rep2	GSE61517
GSM1507297	No_virus_1h_rep3	GSE61517
GSM1507298	No_virus_6h_rep1	GSE61517
GSM1507299	No_virus_6h_rep2	GSE61517
GSM1507300	No_virus_6h_rep3	GSE61517
GSM1507301	No_virus_24h_rep1	GSE61517
GSM1507302	No_virus_24h_rep2	GSE61517
GSM1507303	No_virus_24h_rep3	GSE61517
GSM3112577	H23_No_Treatment_R1	GSE113711-GSE113715
GSM3112578	H23_No_Treatment_R2	GSE113711-GSE113715
GSM3112579	H23_No_Treatment_R3	GSE113711-GSE113715
GSM3112580	H23_JQ1_3h_R1	GSE113711-GSE113715
GSM3112581	H23_JQ1_3h_R2	GSE113711-GSE113715
GSM3112582	H23_JQ1_3h_R3	GSE113711-GSE113715
GSM3112583	H23_JQ1_6h_R1	GSE113711-GSE113715
GSM3112584	H23_JQ1_6h_R2	GSE113711-GSE113715
GSM3112585	H23_JQ1_6h_R3	GSE113711-GSE113715
GSM3112586	H23_JQ1_12h_R1	GSE113711-GSE113715
GSM3112587	H23_JQ1_12h_R2	GSE113711-GSE113715
GSM3112588	H23_JQ1_12h_R3	GSE113711-GSE113715
GSM3112589	H23_JQ1_24h_R1	GSE113711-GSE113715
GSM3112590	H23_JQ1_24h_R2	GSE113711-GSE113715
GSM3112591	H23_JQ1_24h_R3	GSE113711-GSE113715
GSM3112592	H23_DMSO_3h_R1	GSE113711-GSE113715
GSM3112593	H23_DMSO_3h_R2	GSE113711-GSE113715
GSM3112594	H23_DMSO_3h_R3	GSE113711-GSE113715
GSM3112595	H23_DMSO_6h_R1	GSE113711-GSE113715
GSM3112596	H23_DMSO_6h_R2	GSE113711-GSE113715
GSM3112597	H23_DMSO_6h_R3	GSE113711-GSE113715
GSM3112598	H23_DMSO_12h_R1	GSE113711-GSE113715
GSM3112599	H23_DMSO_12h_R2	GSE113711-GSE113715
GSM3112600	H23_DMSO_12h_R3	GSE113711-GSE113715
GSM3112601	H23_DMSO_24h_R1	GSE113711-GSE113715
GSM3112602	H23_DMSO_24h_R2	GSE113711-GSE113715
GSM3112603	H23_DMSO_24h_R3	GSE113711-GSE113715
GSM3165593	NCI-H211_sgPOU2F3e10.1	GSE115122-GSE115124
GSM3165594	NCI-H211_sgPOU2F3e10.2	GSE115122-GSE115124
GSM3165595	NCI-H211_sgNeg	GSE115122-GSE115124
GSM3165596	NCI-H526_sgPOU2F3e10.1	GSE115122-GSE115124
GSM3165597	NCI-H526_sgPOU2F3e10.2	GSE115122-GSE115124
GSM3165598	NCI-H526_sgNeg	GSE115122-GSE115124
GSM3165599	COR-L311_sgPOU2F3e10.1	GSE115122-GSE115124
GSM3165600	COR-L311_sgPOU2F3e10.2	GSE115122-GSE115124
GSM3165601	COR-L311_sgNeg	GSE115122-GSE115124
GSM3165602	NCI-H1048_sgPOU2F3e10.1	GSE115122-GSE115124
GSM3165603	NCI-H1048_sgPOU2F3e10.2	GSE115122-GSE115124
GSM3165604	NCI-H1048_sgNeg	GSE115122-GSE115124
GSM3165605	CORL311_parental	GSE115122-GSE115124
GSM3165606	DMS114_parental	GSE115122-GSE115124
GSM3165607	DMS79_parental	GSE115122-GSE115124
GSM3165608	H1048_parental	GSE115122-GSE115124
GSM3165609	H128_parental	GSE115122-GSE115124
GSM3165610	H146_parental	GSE115122-GSE115124
GSM3165611	H211_parental	GSE115122-GSE115124
GSM3165612	H446_parental	GSE115122-GSE115124
GSM3165613	H510_parental	GSE115122-GSE115124
GSM3165614	H524_parental	GSE115122-GSE115124
GSM3165615	H526_parental	GSE115122-GSE115124
GSM3165616	H69_parental	GSE115122-GSE115124
GSM3165617	H82_parental	GSE115122-GSE115124
GSM3165618	H889_parental	GSE115122-GSE115124
GSM3070964	Sample_857_ILC1_Mtb	GSE112482
GSM3070966	Sample_857_ILC2_Mtb	GSE112482
GSM3070970	Sample_857_ILC3pos_Mtb	GSE112482
GSM3070971	Sample_857_ILC3pos_uninf	GSE112482
GSM3070974	Sample_857_susp_Mtb	GSE112482
GSM3070975	Sample_857_susp_uninf	GSE112482
GSM3070976	Sample_860_ILC1_Mtb	GSE112482
GSM3070977	Sample_860_ILC1_uninf	GSE112482
GSM3070979	Sample_860_ILC2_uninf	GSE112482
GSM3070981	Sample_860_ILC3neg_uninf	GSE112482
GSM3070982	Sample_860_ILC3pos_Mtb	GSE112482
GSM3070984	Sample_860_NK_Mtb	GSE112482
GSM3070986	Sample_860_susp_Mtb	GSE112482
GSM3070988	Sample_869_ILC1_Mtb	GSE112482
GSM3070989	Sample_869_ILC1_uninf	GSE112482
GSM3070990	Sample_869_ILC2_Mtb	GSE112482
GSM3070991	Sample_869_ILC2_uninf	GSE112482
GSM3071002	Sample_875_ILC2_Mtb	GSE112482
GSM3071006	Sample_875_ILC3pos_Mtb	GSE112482
GSM3071007	Sample_875_ILC3pos_uninf	GSE112482
GSM3071010	Sample_875_susp_Mtb	GSE112482
GSM3071012	Sample_903_ILC1_Mtb	GSE112482
GSM3071015	Sample_903_ILC2_uninf	GSE112482
GSM3071016	Sample_903_ILC3neg_Mtb	GSE112482
GSM3071020	Sample_903_NK_Mtb	GSE112482
GSM3071021	Sample_903_NK_uninf	GSE112482
GSM3071022	Sample_903_susp_Mtb	GSE112482
GSM3071023	Sample_903_susp_uninf	GSE112482
GSM3071024	Sample_905_ILC1_Mtb	GSE112482
GSM3071028	Sample_905_ILC3neg_Mtb	GSE112482
GSM3071029	Sample_905_ILC3neg_uninf	GSE112482
GSM3071030	Sample_905_ILC3pos_Mtb	GSE112482
GSM3071032	Sample_905_NK_Mtb	GSE112482
GSM3071034	Sample_905_susp_Mtb	GSE112482
GSM3071035	Sample_905_susp_uninf	GSE112482
GSM3071036	Sample_923_ILC1_Mtb	GSE112482
GSM3071041	Sample_923_ILC3neg_uninf	GSE112482
GSM3071045	Sample_923_NK_uninf	GSE112482
GSM3071047	Sample_923_susp_uninf	GSE112482
GSM3071053	Sample_944_ILC3neg_uninf	GSE112482
GSM3071054	Sample_944_ILC3pos_Mtb	GSE112482
GSM3071055	Sample_944_ILC3pos_uninf	GSE112482
GSM3071056	Sample_944_NK_Mtb	GSE112482
GSM3071058	Sample_944_susp_Mtb	GSE112482
GSM3071064	Sample_772_gd_Mtb	GSE112483
GSM3071068	Sample_772_NK_Mtb	GSE112483
GSM3071073	Sample_795_AM_uninf	GSE112483
GSM3071077	Sample_795_epi_uninf	GSE112483
GSM3071078	Sample_795_gd_Mtb	GSE112483
GSM3071081	Sample_795_MAIT_uninf	GSE112483
GSM3071083	Sample_795_NKT_uninf	GSE112483
GSM3071084	Sample_796_AM_Mtb	GSE112483
GSM3071086	Sample_796_endo_Mtb	GSE112483
GSM3071087	Sample_796_endo_uninf	GSE112483
